EEST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2010-9-1,26,22,18,9,6,3,52,37,23,1013,1008,1005,10,10,10,58,32,76,0.00,1,,348
2010-9-2,27,22,17,10,5,2,49,34,20,1018,1015,1013,10,10,10,27,14,37,0.00,1,,329
2010-9-3,27,21,16,14,11,7,68,52,34,1019,1018,1017,10,10,10,24,11,,0.00,5,,156
2010-9-4,24,21,19,19,16,11,100,74,50,1017,1016,1015,10,10,7,26,8,,0.00,7,Rain,315
2010-9-5,27,22,18,17,16,13,94,68,45,1016,1015,1014,10,10,10,24,14,,0.00,5,,304
2010-9-6,26,21,16,16,14,12,78,64,51,1016,1015,1014,10,10,10,19,10,,0.00,2,,145
2010-9-7,28,22,17,18,15,12,83,66,37,1017,1015,1015,10,10,10,19,10,,0.00,1,,142
2010-9-8,30,24,18,19,16,12,83,64,35,1017,1016,1014,10,10,10,21,10,,0.00,2,,144
2010-9-9,31,24,18,19,16,12,83,62,31,1016,1015,1014,10,10,10,23,8,,0.00,2,,190
2010-9-10,29,24,20,19,16,12,83,58,42,1015,1013,1011,10,10,10,23,11,,0.00,3,,198
2010-9-11,26,23,21,17,13,11,73,54,39,1012,1012,1011,10,10,10,26,13,,0.00,6,,119
2010-9-12,24,22,20,17,14,11,83,62,47,1015,1013,1012,10,10,10,24,13,,0.00,6,Rain,314
2010-9-13,26,22,18,14,12,9,68,52,36,1017,1016,1015,10,10,10,21,11,,0.00,3,,272
2010-9-14,27,22,17,15,13,10,77,60,34,1018,1017,1016,10,10,10,16,8,,0.00,3,,216
2010-9-15,27,22,17,15,12,10,83,55,36,1018,1017,1015,10,10,10,19,10,,0.00,2,,184
2010-9-16,29,22,16,16,12,9,64,54,29,1016,1015,1013,10,10,10,19,8,,0.00,1,,142
2010-9-17,30,23,16,19,14,9,78,59,29,1016,1015,1014,,,,19,8,,0.00,,,214
2010-9-18,30,23,16,21,16,10,88,68,40,1016,1015,1013,10,10,10,21,8,,0.00,1,,216
2010-9-19,30,24,18,20,17,12,88,69,43,1014,1012,1009,10,9,4,23,8,,0.00,3,,171
2010-9-20,27,23,19,19,14,8,88,56,36,1015,1011,1009,10,10,10,37,16,,0.00,2,,346
2010-9-21,25,22,19,14,11,8,68,51,43,1020,1018,1015,10,10,10,21,13,,0.00,5,,313
2010-9-22,25,21,18,15,13,11,78,59,47,1021,1020,1019,10,10,10,16,10,,0.00,4,,179
2010-9-23,26,20,14,14,9,1,72,51,21,1021,1020,1018,10,10,10,23,10,,0.00,3,,140
2010-9-24,24,20,16,13,11,9,68,55,41,1019,1015,1013,10,10,10,19,8,,0.00,4,,216
2010-9-25,25,21,18,19,15,12,83,68,50,1013,1008,1004,10,10,10,26,10,,0.00,6,Rain,136
2010-9-26,29,26,23,19,16,12,78,56,35,1009,1005,1002,10,10,10,32,19,,0.00,3,,173
2010-9-27,27,21,15,19,10,8,78,49,32,1015,1012,1010,10,10,10,14,8,,0.00,2,,150
2010-9-28,28,22,17,17,12,9,73,54,30,1015,1014,1012,10,10,10,19,10,,0.00,4,Rain,153
2010-9-29,23,21,19,18,16,12,94,73,56,1012,1009,1008,10,10,8,37,13,47,0.00,5,Rain-Thunderstorm,356
2010-9-30,23,19,16,11,7,4,60,46,33,1016,1014,1010,10,10,10,32,23,47,0.00,1,,348
