EEST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2006-9-1,26,22,18,11,9,6,56,43,34,1017,1016,1015,10,10,10,40,27,53,0.00,1,,340
2006-9-2,27,22,18,14,8,6,53,42,29,1017,1016,1015,10,10,10,27,14,,0.00,2,,348
2006-9-3,29,21,14,14,11,8,68,49,27,1021,1019,1017,10,10,10,21,8,,0.00,1,,218
2006-9-4,33,24,15,16,11,8,67,46,24,1022,1020,1018,,,,19,8,,0.00,,,203
2006-9-5,34,27,19,17,13,10,60,49,32,1018,1017,1014,10,10,10,14,5,,0.00,1,,180
2006-9-6,30,27,24,17,15,11,61,47,35,1017,1016,1015,10,10,10,39,13,40,0.00,1,,338
2006-9-7,30,24,19,18,16,13,73,60,37,1018,1017,1016,10,10,10,23,10,,0.00,1,,176
2006-9-8,29,23,17,18,15,11,73,61,40,1018,1017,1015,10,10,10,23,6,,0.00,6,,196
2006-9-9,29,23,18,17,14,11,83,56,40,1020,1018,1016,10,10,10,26,10,,0.00,5,,268
2006-9-10,25,23,21,15,13,11,61,53,44,1025,1024,1020,10,10,10,23,8,,0.00,5,,348
2006-9-11,25,22,18,13,9,7,68,46,38,1025,1024,1023,10,10,10,16,6,,0.00,5,,170
2006-9-12,25,20,16,13,10,6,60,50,39,1024,1023,1022,10,10,10,19,11,,0.00,3,,155
2006-9-13,26,21,16,11,9,8,68,51,32,1024,1023,1022,10,10,10,19,8,,0.00,4,,183
2006-9-14,26,19,13,13,11,7,67,52,36,1022,1021,1019,10,10,10,84,13,,0.00,2,,190
2006-9-15,26,20,15,15,13,9,73,62,44,1020,1018,1016,10,10,10,14,8,,0.00,4,,186
2006-9-16,26,21,17,17,15,13,82,69,51,1019,1017,1016,10,10,10,23,6,,0.00,3,,189
2006-9-17,25,21,17,16,14,11,83,66,44,1019,1018,1016,10,10,10,24,6,,0.00,5,,325
2006-9-18,26,21,16,17,16,14,88,75,51,1016,1014,1011,10,10,10,19,6,,0.00,5,,179
2006-9-19,27,22,17,19,17,15,88,73,48,1012,1011,1010,10,10,10,23,8,,0.00,5,Rain-Thunderstorm,162
2006-9-20,26,22,19,19,17,13,100,76,44,1013,1012,1011,10,9,6,23,5,,0.00,5,,257
2006-9-21,27,22,17,16,14,11,88,59,37,1016,1015,1013,10,10,10,19,5,,0.00,4,Rain-Thunderstorm,336
2006-9-22,26,22,18,18,16,11,94,68,44,1016,1013,1010,10,9,5,27,5,,0.00,5,Rain,312
2006-9-23,21,17,14,14,12,10,94,73,56,1015,1013,1012,10,10,6,29,6,,0.00,6,Rain-Thunderstorm,120
2006-9-24,24,19,14,13,12,10,94,70,47,1016,1014,1013,10,10,6,23,11,,0.00,5,Rain,319
2006-9-25,26,20,15,17,14,12,88,74,42,1016,1015,1014,10,10,10,19,8,,0.00,1,,111
2006-9-26,24,20,16,16,14,12,83,72,50,1015,1012,1010,10,10,8,21,5,,0.00,6,Rain,117
2006-9-27,23,20,17,17,16,14,94,78,61,1010,1008,1007,10,9,3,19,10,,0.00,6,Rain,120
2006-9-28,21,19,18,19,18,17,100,90,78,1008,1008,1008,10,9,7,13,3,,0.00,6,Rain,299
2006-9-29,26,22,19,18,16,14,94,70,51,1013,1011,1009,10,10,10,27,16,,0.00,2,,312
2006-9-30,26,20,15,17,14,13,94,75,44,1017,1015,1013,10,10,10,14,2,,0.00,1,,273
