EEST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2013-9-1,28,22,17,18,16,14,88,64,34,1018,1017,1016,10,10,10,24,10,,0.00,2,,153
2013-9-2,27,23,19,18,16,14,83,65,37,1020,1018,1017,10,10,10,26,10,,0.00,4,Rain,290
2013-9-3,31,23,16,15,12,8,88,50,19,1019,1016,1014,10,10,10,35,13,50,0.00,1,,343
2013-9-4,30,26,22,12,8,2,47,32,13,1020,1018,1017,10,10,10,35,26,53,0.00,1,,331
2013-9-5,28,22,17,16,13,5,82,56,31,1020,1017,1014,10,10,10,21,10,,0.00,1,,152
2013-9-6,29,23,17,15,13,9,73,55,29,1014,1013,1011,10,10,10,19,10,,0.00,1,,174
2013-9-7,30,23,16,16,13,9,77,55,25,1017,1015,1014,10,10,10,21,8,,0.00,1,,179
2013-9-8,31,23,15,17,12,2,88,55,16,1021,1019,1017,10,10,10,27,8,,0.00,1,,157
2013-9-9,29,22,16,16,13,9,68,54,24,1022,1020,1018,10,10,10,24,11,,0.00,2,,152
2013-9-10,30,24,18,18,14,10,73,56,36,1019,1017,1015,10,10,10,24,10,,0.00,2,,155
2013-9-11,32,24,18,18,15,10,78,55,22,1016,1015,1013,10,10,10,32,10,,0.00,2,Rain,147
2013-9-12,30,24,19,21,17,15,88,68,32,1015,1013,1011,10,10,3,27,10,58,3.05,4,Rain-Thunderstorm,128
2013-9-13,29,23,18,19,16,12,94,67,33,1014,1012,1010,10,10,10,39,10,63,0.00,2,Rain,345
2013-9-14,26,22,17,11,8,1,59,41,12,1018,1016,1014,10,10,10,37,21,58,0.00,1,,330
2013-9-15,28,20,12,13,7,3,77,47,14,1016,1014,1011,10,10,10,19,10,,0.00,,,163
2013-9-16,25,20,16,16,11,6,88,61,33,1011,1007,1005,10,10,8,32,11,50,0.00,5,Rain,78
2013-9-17,27,20,13,16,13,9,94,66,25,1006,1004,1002,10,10,10,19,6,,0.00,3,,156
2013-9-18,27,22,18,18,13,9,88,57,23,1022,1003,1001,10,10,10,27,11,,0.00,2,,302
2013-9-19,28,20,13,17,12,9,78,57,30,1007,1005,1004,10,10,10,19,10,,0.00,1,,161
2013-9-20,26,22,18,13,7,2,56,39,17,1015,1012,1007,10,10,10,32,19,48,0.00,2,,338
2013-9-21,26,20,14,11,6,3,77,39,18,1018,1017,1015,10,10,10,27,11,,0.00,1,,330
2013-9-22,25,20,16,10,7,4,68,41,21,1020,1019,1017,10,10,10,27,19,,0.00,2,,320
2013-9-23,24,18,11,10,8,6,82,51,21,1020,1016,1013,10,10,10,27,10,48,0.00,1,,339
2013-9-24,27,23,19,11,8,6,49,39,26,1013,1012,1011,10,10,10,39,24,61,0.00,,,331
2013-9-25,29,21,12,14,10,5,72,50,22,1015,1014,1013,10,10,10,21,11,,0.00,,,216
2013-9-26,27,20,13,18,12,7,83,62,42,1015,1013,1010,10,10,10,19,8,,0.00,3,,172
2013-9-27,29,21,14,17,13,8,88,60,27,1013,1012,1010,10,10,8,21,10,,0.00,2,,242
2013-9-28,28,22,17,17,14,11,78,62,39,1014,1013,1012,10,10,10,23,8,,0.00,2,,150
2013-9-29,27,21,15,19,16,12,88,70,54,1014,1012,1010,10,10,10,19,8,,0.00,3,,125
2013-9-30,24,21,17,21,17,14,88,76,54,1010,1006,1001,10,10,6,34,8,45,9.91,6,Rain,39
