EEST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2004-9-1,32,26,19,20,16,12,78,59,29,1016,1014,1013,10,10,10,23,6,,0.00,1,,212
2004-9-2,32,26,20,20,17,14,78,61,33,1018,1017,1016,10,10,10,16,3,,0.00,1,,236
2004-9-3,31,26,22,20,17,14,78,58,37,1021,1020,1018,10,9,7,19,6,,0.00,1,,228
2004-9-4,31,26,22,19,17,15,73,59,43,1020,1019,1017,10,9,8,19,6,,0.00,2,,222
2004-9-5,26,22,19,18,17,13,88,71,44,1021,1020,1018,10,9,6,21,10,,0.00,6,Rain-Thunderstorm,16
2004-9-6,27,21,16,17,11,6,82,50,29,1023,1022,1021,10,10,10,21,3,,0.00,3,,101
2004-9-7,25,20,15,10,6,3,59,39,25,1025,1023,1022,10,10,10,19,10,,0.00,2,,121
2004-9-8,26,21,16,15,9,6,68,49,28,1023,1020,1017,10,10,10,21,10,,0.00,2,,214
2004-9-9,26,20,15,12,8,3,77,46,26,1022,1019,1017,10,10,10,48,21,61,0.00,2,,358
2004-9-10,20,18,14,9,4,-2,67,43,23,1027,1025,1022,10,10,10,29,21,,0.00,2,,19
2004-9-11,23,17,12,12,8,6,72,55,33,1029,1027,1026,10,10,10,16,10,,0.00,2,,156
2004-9-12,25,18,12,12,10,7,77,60,39,1026,1024,1021,10,10,10,19,11,,0.00,1,,151
2004-9-13,26,19,13,14,11,9,82,63,34,1021,1020,1018,,,,16,10,,0.00,,,157
2004-9-14,28,21,15,17,13,10,77,61,32,1023,1020,1019,,,,16,6,,0.00,,,155
2004-9-15,29,22,16,19,15,12,83,69,35,1021,1019,1017,8,8,7,23,6,,0.00,0,,168
2004-9-16,29,23,17,18,16,14,83,70,45,1018,1016,1014,10,8,6,21,6,,0.00,3,,169
2004-9-17,28,23,19,19,17,16,83,72,51,1021,1018,1015,10,9,4,29,6,,0.00,2,Rain-Thunderstorm,191
2004-9-18,23,21,19,18,17,16,88,80,65,1022,1021,1020,10,9,5,21,8,,0.00,6,Rain,315
2004-9-19,23,21,19,17,15,13,88,70,57,1021,1019,1018,10,10,10,11,3,,0.00,6,,335
2004-9-20,26,21,16,18,15,13,88,72,44,1020,1019,1017,10,9,7,14,6,,0.00,2,,161
2004-9-21,27,22,17,18,16,14,88,70,45,1018,1016,1013,10,8,6,13,5,,0.00,2,,242
2004-9-22,27,22,17,18,16,14,83,71,48,1014,1011,1008,10,8,5,16,6,,0.00,3,,230
2004-9-23,26,21,17,18,16,12,83,70,53,1013,1011,1010,10,9,6,19,6,,0.00,2,,202
2004-9-24,27,22,17,20,17,14,88,77,58,1011,1008,1005,10,9,7,21,6,,0.00,3,,147
2004-9-25,30,24,19,18,16,13,88,63,35,1009,1006,1005,10,9,6,37,11,,0.00,4,,142
2004-9-26,27,22,18,18,16,12,94,77,39,1013,1011,1009,10,10,1,29,5,,0.00,5,Rain-Thunderstorm,265
2004-9-27,27,23,19,18,16,11,94,74,37,1017,1014,1012,10,9,6,19,5,,0.00,3,Rain,264
2004-9-28,25,21,17,18,16,15,94,75,61,1020,1018,1017,10,10,7,24,5,,0.00,2,Rain,306
2004-9-29,24,21,18,17,14,10,88,68,47,1017,1016,1015,10,10,7,29,11,,0.00,3,Rain,330
2004-9-30,26,22,18,15,12,8,68,56,41,1020,1018,1017,10,10,10,21,13,,0.00,1,,314
